#1
Name	S-1-P 16(1)
	Flags	Flag ID	Data Filename	Sample Name	Sample ID	Sample Type	Cal Point	Level	RT	Ret. Index	Actual Ret. Index	Unit	Area	Height	Std. Conc.	Conc.	%Diff	ISTD Area	ISTD Height	Area Ratio	Height Ratio	Peak Start	Peak End	Tailing F.	S/N	SI	Noise	RRT	Ref. RRT	%Dev RRT	Ref. Mode	Ref 1 m/z	Ref 1 Range	Ref 1 Set Ratio	Ref 1 Actual Ratio	Ref 1 Measured	Ref 1 Conc.	Ref 1 Std Ratio %Diff	Ref 2 m/z	Ref 2 Range	Ref 2 Set Ratio	Ref 2 Actual Ratio	Ref 2 Measured	Ref 2 Conc.	Ref 2 Std Ratio %Diff	Ref 3 m/z	Ref 3 Range	Ref 3 Set Ratio	Ref 3 Actual Ratio	Ref 3 Measured	Ref 3 Conc.	Ref 3 Std Ratio %Diff	Ref 4 m/z	Ref 4 Range	Ref 4 Set Ratio	Ref 4 Actual Ratio	Ref 4 Measured	Ref 4 Conc.	Ref 4 Std Ratio %Diff	Ref 5 m/z	Ref 5 Range	Ref 5 Set Ratio	Ref 5 Actual Ratio	Ref 5 Measured	Ref 5 Conc.	Ref 5 Std Ratio %Diff	Accuracy(%)	RT %Diff	RT Diff	Vial	Tray	Inj Vol	Acquired Date	Acquired By	%RSD (Conc)	%RSD (Area)	Type	ISTD Group	m/z	Concentrations[1]	Concentrations[2]	Concentrations[3]	Concentrations[4]	Concentrations[5]	Concentrations[6]	Concentrations[7]	Concentrations[8]	Concentrations[9]	Concentrations[10]	Concentrations[11]	Concentrations[12]	Concentrations[13]	Concentrations[14]	Concentrations[15]	Concentrations[16]	Concentrations[17]	Concentrations[18]	Concentrations[19]	Concentrations[20]	Concentrations[21]	Concentrations[22]	Concentrations[23]	Concentrations[24]	Concentrations[25]	Concentrations[26]	Concentrations[27]	Concentrations[28]	Concentrations[29]	Concentrations[30]	Concentrations[31]	Concentrations[32]	Concentrations[33]	Concentrations[34]	Concentrations[35]	Concentrations[36]	Concentrations[37]	Concentrations[38]	Concentrations[39]	Concentrations[40]	Concentrations[41]	Concentrations[42]	Concentrations[43]	Concentrations[44]	Concentrations[45]	Concentrations[46]	Concentrations[47]	Concentrations[48]	Concentrations[49]	Concentrations[50]	Concentrations[51]	Concentrations[52]	Concentrations[53]	Concentrations[54]	Concentrations[55]	Concentrations[56]	Concentrations[57]	Concentrations[58]	Concentrations[59]	Concentrations[60]	Concentrations[61]	Concentrations[62]	Concentrations[63]	Concentrations[64]	Event	Band	Slope	Width	Drift	Calc.by	Curve	Zero	Weight	Window/Band	Spiked	Noise From	Noise To	Found RT	Recovery	Mode	Mode ID	Sample Amt.	Dil. Factor	Quant Method	R²	R	Status	Average Conc.	Average Conc. (R1,R2)	ISTD RT Diff	Std RT Diff	ISTD RT	%Conc. Outside Curve	Lib. SI	Lib. RT	Lib. Compound Name	Lib. errRT	CAS #	Formula	Mol. Weight	Comment 1	Comment 2	Lib. CAS #	Lib. Synonym	Lib. Theory MW	Lib. Formula	Lib. Class	Lib. URL	Lib. Comment	Lib. Chromatogram Comment	Lib. Adduct Ion	Lib. Precursor Ion	Lib. SP ID of Precursor Ion	Lib. MS Stage	Lib. Ionization	Lib. Collision Energy	Lib. Instrument	Lib. Data Filename	Lib. Acquired By	Lib. Acquired	Lib. Sample Info	3rd Coeff.	2nd Coeff.	1st Coeff.	Intersection	Lib. Filename	Original Method Filename	Group #	Tailing F(10%)	Width(50%)	Noise Calc. Method	Group Type	Custom Calc. Result 1	Custom Calc. Result 2	Custom Calc. Result 3	Custom Calc. Result 4	Custom Calc. Result 5	Ref 1 S/N	Ref 2 S/N	Ref 3 S/N	Ref 4 S/N	Ref 5 S/N	Ref. Ions	Asymmetry	Data Comment	ISTD Name	RF	RF %RSD (level)	RF Mean (level)	RF SD (level)	Comment	Ref 1 Noise	Ref 2 Noise	Ref 3 Noise	Ref 4 Noise	Ref 5 Noise	ISTD Amount	 +/- ppm	ISTD %Diff (Stds) Area	ISTD %Diff (Controls) Area	Std. Conc. Factor	Correction Factor	Confidence	RF Mean (curve)	RF SD (curve)	RF %RSD (curve)	RF Deviation	Ref STD ID	Ref 1 Result	Ref 2 Result	Ref 3 Result	Ref 4 Result	Ref 5 Result	Ref 1 RRT	Ref 2 RRT	Ref 3 RRT	Ref 4 RRT	Ref 5 RRT
21			2035RAB_0001SQC_A1	2035RAB_0001SQC_A1	2035RAB_0001SQC_A1	Unknown	No		2.742	0.00	0.00	ppm	823404	454113		0.0000		2025038	899392	0.407	0.505	2.654	2.997	1.331	2345.94		193.57	0.870	0.846	2.833	Simply Calculate																																					0.62	0.017	15	1	5.0000	04/03/2021 17:34:17	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.759		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.41		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.108	0.029	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.216		S-1-P 17(1)											1.0000				1.000000	1.000000																
22			2035RAB_0001SQC_B1	2035RAB_0001SQC_B1	2035RAB_0001SQC_B1	Unknown	No		2.742	0.00	0.00	ppm	807577	452770		0.0000		1958766	808196	0.412	0.560	2.636	3.042	1.178	3537.67		127.99	0.880	0.846	4.118	Simply Calculate																																					0.88	0.024	26	1	5.0000	04/03/2021 19:31:10	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.766		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.38		3.14								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.083	0.026	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.166		S-1-P 17(1)											1.0000				1.000000	1.000000																
23			2035RAB_0001SQC_C1	2035RAB_0001SQC_C1	2035RAB_0001SQC_C1	Unknown	No		2.742	0.00	0.00	ppm	680943	365966		0.0000		1635202	728757	0.416	0.502	2.636	2.966	1.252	1762.32		207.66	0.868	0.846	2.653	Simply Calculate																																					0.47	0.013	38	1	5.0000	04/03/2021 21:51:26	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.755		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.42		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.077	0.028	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.154		S-1-P 17(1)											1.0000				1.000000	1.000000																
24			2035RAB_0001SQC_D1	2035RAB_0001SQC_D1	2035RAB_0001SQC_D1	Unknown	No		2.742	0.00	0.00	ppm	666236	366242		0.0000		1594492	716964	0.418	0.511	2.654	3.012	1.311	2053.62		178.34	0.870	0.846	2.885	Simply Calculate																																					0.55	0.015	49	1	5.0000	05/03/2021 00:00:16	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.757		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.41		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.106	0.029	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.213		S-1-P 17(1)											1.0000				1.000000	1.000000																
25			2035RAB_0001SQC_E1	2035RAB_0001SQC_E1	2035RAB_0001SQC_E1	Unknown	No		2.742	0.00	0.00	ppm	773422	415146		0.0000		1847058	808894	0.419	0.513	2.636	2.997	1.157	1987.57		208.87	0.863	0.846	2.073	Simply Calculate																																					 -0.15	 -0.004	60	1	5.0000	05/03/2021 02:08:53	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.738		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.43		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.076	0.027	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.152		S-1-P 17(1)											1.0000				1.000000	1.000000																
26			2035RAB_0001SQC_F1	2035RAB_0001SQC_F1	2035RAB_0001SQC_F1	Unknown	No		2.742	0.00	0.00	ppm	684433	359605		0.0000		1706844	749149	0.401	0.480	2.621	2.966	1.267	1819.22		197.67	0.864	0.846	2.175	Simply Calculate																																					0.07	0.002	72	1	5.0000	05/03/2021 04:29:04	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.744		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.43		3.18								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.078	0.030	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.155		S-1-P 17(1)											1.0000				1.000000	1.000000																
27			2035RAB_0001SQC_G1	2035RAB_0001SQC_G1	2035RAB_0001SQC_G1	Unknown	No		2.742	0.00	0.00	ppm	776106	443898		0.0000		1839104	779787	0.422	0.569	2.696	3.117	1.244	4006.88		110.78	0.878	0.846	3.827	Simply Calculate																																					1.06	0.029	83	1	5.0000	05/03/2021 06:37:47	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.771		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.39		3.16								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.112	0.028	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.225		S-1-P 17(1)											1.0000				1.000000	1.000000																
28			2035RAB_0001_A1	2035RAB_0001_A1	2035RAB_0001_A1	Unknown	No		2.742	0.00	0.00	ppm	548829	301955		0.0000		3634170	1765064	0.151	0.171	2.681	2.952	1.358	1408.81		214.33	0.873	0.846	3.265	Simply Calculate																																					0.58	0.016	68	1	5.0000	05/03/2021 03:42:19	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.758		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.40		3.16								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.117	0.030	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.234		S-1-P 17(1)											1.0000				1.000000	1.000000																
29			2035RAB_0002_A1	2035RAB_0002_A1	2035RAB_0002_A1	Unknown	No		2.742	0.00	0.00	ppm	641367	347590		0.0000		3951949	1874504	0.162	0.185	2.654	3.012	1.205	2336.03		148.80	0.880	0.846	4.079	Simply Calculate																																					0.84	0.023	35	1	5.0000	04/03/2021 21:16:24	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.765		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.38		3.14								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.109	0.027	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.218		S-1-P 17(1)											1.0000				1.000000	1.000000																
30			2035RAB_0004_A1	2035RAB_0004_A1	2035RAB_0004_A1	Unknown	No		2.742	0.00	0.00	ppm	509638	286650		0.0000		3204406	1381939	0.159	0.207	2.696	3.012	1.192	1921.94		149.15	0.873	0.846	3.263	Simply Calculate																																					0.91	0.025	69	1	5.0000	05/03/2021 03:54:00	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.767		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.40		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.083	0.026	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.167		S-1-P 17(1)											1.0000				1.000000	1.000000																
31			2035RAB_0005_A1	2035RAB_0005_A1	2035RAB_0005_A1	Unknown	No		2.742	0.00	0.00	ppm	341609	188221		0.0000		3487689	1526611	0.098	0.123	2.654	2.997	1.303	1783.57		105.53	0.869	0.846	2.773	Simply Calculate																																					0.69	0.019	21	1	5.0000	04/03/2021 18:32:43	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.761		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.42		3.18								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.102	0.028	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.204		S-1-P 17(1)											1.0000				1.000000	1.000000																
32			2035RAB_0007_A1	2035RAB_0007_A1	2035RAB_0007_A1	Unknown	No		2.742	0.00	0.00	ppm	360098	204146		0.0000		3177043	1395663	0.113	0.146	2.681	3.012	1.224	1475.79		138.33	0.874	0.846	3.344	Simply Calculate																																					0.80	0.022	80	1	5.0000	05/03/2021 06:02:46	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.764		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.40		3.16								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.098	0.026	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.197		S-1-P 17(1)											1.0000				1.000000	1.000000																
33			2035RAB_0009_A1	2035RAB_0009_A1	2035RAB_0009_A1	Unknown	No		2.742	0.00	0.00	ppm	502632	289834		0.0000		3513752	1524491	0.143	0.190	2.681	3.012	1.228	2087.46		138.85	0.872	0.846	3.133	Simply Calculate																																					0.84	0.023	82	1	5.0000	05/03/2021 06:26:06	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.765		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.41		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.108	0.026	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.215		S-1-P 17(1)											1.0000				1.000000	1.000000																
34			2035RAB_0010_A1	2035RAB_0010_A1	2035RAB_0010_A1	Unknown	No		2.742	0.00	0.00	ppm	884727	492628		0.0000		3594727	1559237	0.246	0.316	2.669	3.012	1.246	2172.61		226.74	0.872	0.846	3.068	Simply Calculate																																					0.66	0.018	62	1	5.0000	05/03/2021 02:32:15	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.760		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.41		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.073	0.028	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.146		S-1-P 17(1)											1.0000				1.000000	1.000000																
35			2035RAB_0012_A1	2035RAB_0012_A1	2035RAB_0012_A1	Unknown	No		2.742	0.00	0.00	ppm	479536	243560		0.0000		3391255	1438427	0.141	0.169	2.607	2.997	1.274	1556.54		156.48	0.878	0.846	3.842	Simply Calculate																																					 -0.04	 -0.001	30	1	5.0000	04/03/2021 20:17:58	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.741		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.38		3.12								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.095	0.030	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.190		S-1-P 17(1)											1.0000				1.000000	1.000000																
36			2035RAB_0013_A1	2035RAB_0013_A1	2035RAB_0013_A1	Unknown	No		2.742	0.00	0.00	ppm	356285	186796		0.0000		2723656	1197554	0.131	0.156	2.654	2.980	1.281	1753.32		106.54	0.862	0.846	1.896	Simply Calculate																																					 -0.80	 -0.022	64	1	5.0000	05/03/2021 02:55:36	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.720		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.44		3.16								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.074	0.027	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.148		S-1-P 17(1)											1.0000				1.000000	1.000000																
37			2035RAB_0014_A1	2035RAB_0014_A1	2035RAB_0014_A1	Unknown	No		2.742	0.00	0.00	ppm	876575	488032		0.0000		3312572	1478621	0.265	0.330	2.654	2.997	1.269	1733.45		281.54	0.872	0.846	3.129	Simply Calculate																																					1.09	0.030	50	1	5.0000	05/03/2021 00:11:56	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.772		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.41		3.18								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.084	0.029	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.169		S-1-P 17(1)											1.0000				1.000000	1.000000																
38			2035RAB_0018_A1	2035RAB_0018_A1	2035RAB_0018_A1	Unknown	No		2.742	0.00	0.00	ppm	710123	472030		0.0000		3154066	1335291	0.225	0.354	2.636	2.935	1.182	2772.12		170.28	0.870	0.846	2.876	Simply Calculate																																					 -0.88	 -0.024	74	1	5.0000	05/03/2021 04:52:27	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.718		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.41		3.12								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.118	0.023	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.236		S-1-P 17(1)											1.0000				1.000000	1.000000																
39			2035RAB_0020_A1	2035RAB_0020_A1	2035RAB_0020_A1	Unknown	No		2.742	0.00	0.00	ppm	516092	288586		0.0000		3582291	1616028	0.144	0.179	2.636	2.980	1.238	1789.53		161.26	0.870	0.846	2.948	Simply Calculate																																					0.80	0.022	63	1	5.0000	05/03/2021 02:43:56	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.764		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.41		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.091	0.026	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.182		S-1-P 17(1)											1.0000				1.000000	1.000000																
40			2035RAB_0022_A1	2035RAB_0022_A1	2035RAB_0022_A1	Unknown	No		2.742	0.00	0.00	ppm	819589	459947		0.0000		3505811	1532183	0.234	0.300	2.654	3.158	1.344	4208.84		109.28	0.875	0.846	3.475	Simply Calculate																																					0.62	0.017	77	1	5.0000	05/03/2021 05:27:42	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.759		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.39		3.15								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.149	0.028	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.299		S-1-P 17(1)											1.0000				1.000000	1.000000																
41			2035RAB_0023_A1	2035RAB_0023_A1	2035RAB_0023_A1	Unknown	No		2.742	0.00	0.00	ppm	545533	292773		0.0000		3350347	1476364	0.163	0.198	2.636	2.997	1.181	2299.42		127.32	0.868	0.846	2.616	Simply Calculate																																					0.29	0.008	36	1	5.0000	04/03/2021 21:28:04	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.750		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.42		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.083	0.027	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.167		S-1-P 17(1)											1.0000				1.000000	1.000000																
42			2035RAB_0024_A1	2035RAB_0024_A1	2035RAB_0024_A1	Unknown	No		2.742	0.00	0.00	ppm	615772	341629		0.0000		3603607	1616776	0.171	0.211	2.636	3.012	1.376	2120.56		161.10	0.871	0.846	3.044	Simply Calculate																																					0.51	0.014	67	1	5.0000	05/03/2021 03:30:38	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.756		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.41		3.16								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.104	0.029	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.208		S-1-P 17(1)											1.0000				1.000000	1.000000																
43			2035RAB_0029_A1	2035RAB_0029_A1	2035RAB_0029_A1	Unknown	No		2.742	0.00	0.00	ppm	325196	169873		0.0000		2227008	1066101	0.146	0.159	2.654	3.024	1.208	1780.89		95.39	0.868	0.846	2.692	Simply Calculate																																					0.29	0.008	70	1	5.0000	05/03/2021 04:05:41	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.750		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.42		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.089	0.028	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.177		S-1-P 17(1)											1.0000				1.000000	1.000000																
44			2035RAB_0033_A1	2035RAB_0033_A1	2035RAB_0033_A1	Unknown	No		2.742	0.00	0.00	ppm	547782	302615		0.0000		3604146	1590778	0.152	0.190	2.669	3.012	1.202	1841.38		164.34	0.874	0.846	3.372	Simply Calculate																																					0.95	0.026	61	1	5.0000	05/03/2021 02:20:34	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.768		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.40		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.081	0.027	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.163		S-1-P 17(1)											1.0000				1.000000	1.000000																
45			2035RAB_0034_A1	2035RAB_0034_A1	2035RAB_0034_A1	Unknown	No		2.742	0.00	0.00	ppm	527937	290695		0.0000		2424218	1063339	0.218	0.273	2.669	3.012	1.292	2405.46		120.85	0.869	0.846	2.738	Simply Calculate																																					0.55	0.015	23	1	5.0000	04/03/2021 18:56:05	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.757		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.42		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.116	0.029	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.232		S-1-P 17(1)											1.0000				1.000000	1.000000																
46			2035RAB_0035_A1	2035RAB_0035_A1	2035RAB_0035_A1	Unknown	No		2.742	0.00	0.00	ppm	475619	259982		0.0000		3358162	1465856	0.142	0.177	2.681	3.024	1.177	2153.89		120.70	0.872	0.846	3.146	Simply Calculate																																					0.73	0.020	33	1	5.0000	04/03/2021 20:53:02	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.762		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.41		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.078	0.027	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.155		S-1-P 17(1)											1.0000				1.000000	1.000000																
47			2035RAB_0037_A1	2035RAB_0037_A1	2035RAB_0037_A1	Unknown	No		2.742	0.00	0.00	ppm	928332	498764		0.0000		3183952	1402020	0.292	0.356	2.621	2.980	1.176	1979.19		252.00	0.863	0.846	2.073	Simply Calculate																																					 -0.26	 -0.007	41	1	5.0000	04/03/2021 22:26:42	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.735		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.43		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.079	0.027	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.158		S-1-P 17(1)											1.0000				1.000000	1.000000																
48			2035RAB_0040_A1	2035RAB_0040_A1	2035RAB_0040_A1	Unknown	No		2.742	0.00	0.00	ppm	536547	300855		0.0000		3318881	1469551	0.162	0.205	2.696	3.024	1.231	2750.23		109.39	0.871	0.846	2.976	Simply Calculate																																					0.69	0.019	78	1	5.0000	05/03/2021 05:39:24	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.761		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.41		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.086	0.027	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.171		S-1-P 17(1)											1.0000				1.000000	1.000000																
49			2035RAB_0042_A1	2035RAB_0042_A1	2035RAB_0042_A1	Unknown	No		2.742	0.00	0.00	ppm	1024304	560523		0.0000		3300834	1445605	0.310	0.388	2.636	3.102	1.155	3404.53		164.64	0.874	0.846	3.350	Simply Calculate																																					0.88	0.024	44	1	5.0000	04/03/2021 23:01:49	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.766		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.40		3.16								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.073	0.026	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.146		S-1-P 17(1)											1.0000				1.000000	1.000000																
