Sample Name	Acquisition Date & Time	Component Name	IS Name	Area	IS Area	Retention Time	IS Retention Time
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_gamma_aminobutyric.acid	BAA_alpha_aminobutyric.acid_d6	155465.96206588	60795637.7053922	3.8650194869342	5.00684780718508
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_gamma_glutamylglutamine	BAA_aspartic.acid_13c15n	86991.2060215256	34471018.3326608	2.6540009152354	2.75522016618216
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_gamma_glutamyl_alanine	BAA_threonine_13c15n	65800.1532206072	21056701.1857407	3.56805675118903	3.4113317865469
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_glutathione	BAA_tyrosine_13c15n	206957.110600235	4956214.83308754	3.78841667152968	5.93678502831743
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_glycine	BAA_glycine_13c15n	135678319.239842	41720467.5063429	2.53747958117041	2.53551756324181
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_glycylglycine	BAA_1_methylhistidine_d3	106107.825640583	572069.729981741	2.24165944804921	2.10246415677658
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_glycylproline	BAA_threonine_13c15n	7625.25684991837	21056701.1857407	4.56903426029386	3.4113317865469
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_histamine	BAA_histamine_d4	206.129905405809	2317575.60096327	2.2043	2.15976587203787
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_homocitrulline	BAA_threonine_13c15n	25516.9950041618	21056701.1857407	3.91694280617942	3.4113317865469
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_homo_arginine	BAA_arginine_13c15n	7424.59863290547	558756.795637838	2.87988163500802	2.23303940025886
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_hydroxylysine	BAA_lysine_13c15n	158560.641524115	39150769.5436872	4.62505455034248	5.77236037519278
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_2_aminoadipic.acid	BAA_alpha_aminobutyric.acid_d6	429549.230268193	60795637.7053922	4.09612791838114	5.00684780718508
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_4_hydroxy_proline	BAA_asparagine_13c15n	8997725.13304261	31190078.1983658	1.90035465536239	2.05724040501128
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_alanine	BAA_alanine_13c15n	183080000.792371	64006063.6975125	3.75202777825237	3.75106889303941
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_alpha_aminobutyric.acid	BAA_alpha_aminobutyric.acid_d6	12540990.4483262	60795637.7053922	5.05571685163473	5.00684780718508
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_arginine	BAA_arginine_13c15n	658801.434952665	558756.795637838	2.23435664117088	2.23303940025886
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_aspartic.acid	BAA_aspartic.acid_13c15n	4727768.43321097	34471018.3326608	2.75489205717867	2.75522016618216
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_carnosine	BAA_aspartic.acid_13c15n	10251.5038335626	34471018.3326608	2.32139962916015	2.75522016618216
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_glutamic.acid	BAA_glutamic.acid_13c15n	77569133.4139999	31959482.7914704	3.07797973022704	3.07778246347062
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_glutamine	BAA_glutamine_13c15n	112352005.471434	12112658.9954947	2.42664351919444	2.42511409959807
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_histidine	BAA_asparagine_13c15n	984322.876776151	31190078.1983658	1.82786786222507	2.05724040501128
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_homoserine	BAA_glycine_13c15n	108354.589651532	41720467.5063429	2.61131560646053	2.53551756324181
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_isoleucine	BAA_isoleucine_13c15n	67144250.2907504	25181191.5722099	7.48401807600843	7.48222592458407
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_kynurenine	BAA_isoleucine_13c15n	210981.738118639	25181191.5722099	7.4036665236631	7.48222592458407
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_lysine	BAA_lysine_13c15n	64808724.2255735	39150769.5436872	5.77574736982792	5.77236037519278
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_methionine	BAA_methionine_13c15n	19139207.9254122	14093319.1674312	6.1772754433528	6.17556980653646
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_methionine.sulfoxide	BAA_aspartic.acid_13c15n	238661.25998421	34471018.3326608	2.80632767026091	2.75522016618216
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_phenylalanine	BAA_phenylalanine_13c15n	64312863.6761962	13800877.4902749	7.70469238368939	7.70234399701896
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_pipecolic.acid	BAA_alpha_aminobutyric.acid_d6	243804.277776647	60795637.7053922	6.06419199161137	5.00684780718508
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_proline	BAA_alpha_aminobutyric.acid_d6	107240179.332044	60795637.7053922	4.38989299425427	5.00684780718508
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_serine	BAA_serine_13c15n	58240928.9357982	20453819.446443	2.3664205431908	2.36585381447
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_threonine	BAA_threonine_13c15n	72889625.4866536	21056701.1857407	3.4118972202065	3.4113317865469
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_tryptophan	BAA_tryptophan_13c15n	29144710.8193494	13171930.201633	7.80972668555265	7.80680307320373
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_tyrosine	BAA_tyrosine_13c15n	38342145.2815145	4956214.83308754	5.93981288243815	5.93678502831743
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_valine	BAA_valine_13c15n	160722994.372136	31797361.78667	6.43253479519146	6.42983554563275
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_methionine.sulfone	BAA_beta_alanine_d4	214586.036296541	50225346.7345356	2.81868543125412	3.17985515306538
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_methyldopa	BAA_alpha_aminobutyric.acid_d6	4198.34766742808	60795637.7053922	5.69015622996427	5.00684780718508
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_n6.n6.n6.trimethyl_lysine	BAA_beta_alanine_d4	65349.636146875	50225346.7345356	2.19479865414331	3.17985515306538
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_ng_hydroxyarginine	BAA_arginine_13c15n	21412.4792667904	558756.795637838	2.009232553481	2.23303940025886
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_ng_monomethylarginine	BAA_beta_alanine_d4	6346.71894393129	50225346.7345356	2.75361999742855	3.17985515306538
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_norepinephrine	BAA_alpha_aminobutyric.acid_d6	666.37700970633	60795637.7053922	4.08560031314986	5.00684780718508
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_o_acetyl_serine	BAA_alpha_aminobutyric.acid_d6	77666.0295840883	60795637.7053922	4.19623179191154	5.00684780718508
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_o_phosphoethanolamine	BAA_1_methylhistidine_d3	2667488.55599803	572069.729981741	2.14136601650209	2.10246415677658
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_ornithine	BAA_ornithine_d6	28876728.3799432	21888702.358819	5.12143576091541	5.08874263711259
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_putrescine	BAA_alpha_aminobutyric.acid_d6	51219.0902628921	60795637.7053922	5.83992981646974	5.00684780718508
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_saccharopine	BAA_glycine_13c15n	10793.0777647445	41720467.5063429	2.64720866710608	2.53551756324181
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_serotonine	BAA_alpha_aminobutyric.acid_d6	725111.026258152	60795637.7053922	6.22418883930912	5.00684780718508
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_s_methylcysteine	BAA_ornithine_d6	4141979.29396687	21888702.358819	5.03998588586214	5.08874263711259
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_taurine	BAA_asparagine_13c15n	34334243.2897996	31190078.1983658	2.31514836792016	2.05724040501128
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_3_methylhistidine	BAA_1_methylhistidine_d3	37974.027772903	572069.729981741	2.02265418266473	2.10246415677658
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_symmetric.dimethylarginine	BAA_threonine_13c15n	15051.1848258097	21056701.1857407	3.20240444666711	3.4113317865469
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_sarcosine	BAA_threonine_13c15n	2014186.30885794	21056701.1857407	3.02393770448603	3.4113317865469
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_asparagine	BAA_asparagine_13c15n	22302065.2753939	31190078.1983658	2.0615704609751	2.05724040501128
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_leucine	BAA_leucine_13c15n	119464940.364154	119192777.5825	7.58384772385317	7.58188561286444
2204BAB_0001SQC_A2	08/09/2022 18:35:42	BAA_homocysteine	BAA_ornithine_d6	3233745.57717084	21888702.358819	5.25340531836146	5.08874263711259
